Gene,Symbol,Description
DDB_G0272516,DDB_G0272516,hypothetical protein
DDB_G0272518,DDB_G0272518,hypothetical protein
DDB_G0272520,act15,hypothetical protein
DDB_G0272528,DDB_G0272528,hypothetical protein
DDB_G0272530,DDB_G0272530,hypothetical protein
DDB_G0272532,DDB_G0272532,hypothetical protein
DDB_G0272534,DDB_G0272534,hypothetical protein
DDB_G0272536,DDB_G0272536,hypothetical protein
DDB_G0272538,DDB_G0272538,hypothetical protein
DDB_G0272540,DDB_G0272540,hypothetical protein
DDB_G0272546,DDB_G0272546,hypothetical protein
DDB_G0272548,DDB_G0272548,hypothetical protein
DDB_G0272550,DDB_G0272550,hypothetical protein
DDB_G0272554,DDB_G0272554,hypothetical protein
DDB_G0272558,DDB_G0272558,hypothetical protein
DDB_G0272568,cofC-1,hypothetical protein
DDB_G0272570,DDB_G0272570,hypothetical protein
DDB_G0272572,DDB_G0272572,hypothetical protein
DDB_G0272576,DDB_G0272576,hypothetical protein
DDB_G0272580,DDB_G0272580,hypothetical protein
DDB_G0272586,DDB_G0272586,hypothetical protein
DDB_G0272594,DDB_G0272594,hypothetical protein
DDB_G0272596,DDB_G0272596,hypothetical protein
DDB_G0272602,DDB_G0272602,hypothetical protein
DDB_G0272606,DDB_G0272606,hypothetical protein
DDB_G0272610,DDB_G0272610,hypothetical protein
DDB_G0272612,DDB_G0272612,hypothetical protein
DDB_G0272618,tkt-1,hypothetical protein
DDB_G0272620,DDB_G0272620,hypothetical protein
DDB_G0272622,DDB_G0272622,hypothetical protein
DDB_G0272626,DDB_G0272626,hypothetical protein
DDB_G0272630,DDB_G0272630,hypothetical protein
DDB_G0272632,DDB_G0272632,hypothetical protein
DDB_G0272636,DDB_G0272636,hypothetical protein
DDB_G0272640,DDB_G0272640,hypothetical protein
DDB_G0272644,DDB_G0272644,hypothetical protein
DDB_G0272646,cofD-1,hypothetical protein
DDB_G0272648,DDB_G0272648,hypothetical protein
DDB_G0272650,DDB_G0272650,hypothetical protein
DDB_G0272654,DDB_G0272654,hypothetical protein
DDB_G0272662,DDB_G0272662,hypothetical protein
DDB_G0272664,DDB_G0272664,hypothetical protein
DDB_G0272666,DDB_G0272666,hypothetical protein
DDB_G0272670,DDB_G0272670,hypothetical protein
DDB_G0272674,DDB_G0272674,hypothetical protein
DDB_G0272678,DDB_G0272678,hypothetical protein
DDB_G0272686,DDB_G0272686,hypothetical protein
DDB_G0272690,DDB_G0272690,hypothetical protein
DDB_G0272692,DDB_G0272692,hypothetical protein
DDB_G0272696,DDB_G0272696,hypothetical protein
DDB_G0272698,DDB_G0272698,hypothetical protein
DDB_G0272700,DDB_G0272700,hypothetical protein
DDB_G0272702,DDB_G0272702,hypothetical protein
DDB_G0272706,DDB_G0272706,hypothetical protein
DDB_G0272708,DDB_G0272708,hypothetical protein
DDB_G0272712,DDB_G0272712,hypothetical protein
DDB_G0272714,DDB_G0272714,hypothetical protein
DDB_G0272716,DDB_G0272716,hypothetical protein
DDB_G0272718,DDB_G0272718,hypothetical protein
DDB_G0272720,DDB_G0272720,hypothetical protein
DDB_G0272722,DDB_G0272722,hypothetical protein
DDB_G0272724,DDB_G0272724,hypothetical protein
DDB_G0272726,DDB_G0272726,hypothetical protein
DDB_G0272728,DDB_G0272728,hypothetical protein
DDB_G0272730,alg2,hypothetical protein
DDB_G0272732,emg1,hypothetical protein
DDB_G0272734,DDB_G0272734,hypothetical protein
DDB_G0272740,DDB_G0272740,hypothetical protein
DDB_G0272742,DDB_G0272742,hypothetical protein
DDB_G0272746,DDB_G0272746,hypothetical protein
DDB_G0272748,DDB_G0272748,hypothetical protein
DDB_G0272750,DDB_G0272750,hypothetical protein
DDB_G0272762,DDB_G0272762,hypothetical protein
DDB_G0272765,DDB_G0272765,hypothetical protein
DDB_G0272767,DDB_G0272767,hypothetical protein
DDB_G0272769,DDB_G0272769,hypothetical protein
DDB_G0272773,DDB_G0272773,hypothetical protein
DDB_G0272777,DDB_G0272777,hypothetical protein
DDB_G0272785,DDB_G0272785,hypothetical protein
DDB_G0272793,DDB_G0272793,hypothetical protein
DDB_G0272801,DDB_G0272801,hypothetical protein
DDB_G0272803,DDB_G0272803,hypothetical protein
DDB_G0272807,DDB_G0272807,hypothetical protein
DDB_G0272809,DDB_G0272809,hypothetical protein
DDB_G0272821,DDB_G0272821,hypothetical protein
DDB_G0272823,DDB_G0272823,hypothetical protein
DDB_G0272829,DDB_G0272829,hypothetical protein
DDB_G0272841,DDB_G0272841,hypothetical protein
DDB_G0272843,DDB_G0272843,hypothetical protein
DDB_G0272853,DDB_G0272853,hypothetical protein
DDB_G0272855,DDB_G0272855,hypothetical protein
DDB_G0272861,DDB_G0272861,hypothetical protein
DDB_G0272863,DDB_G0272863,hypothetical protein
DDB_G0272865,DDB_G0272865,hypothetical protein
DDB_G0272871,DDB_G0272871,hypothetical protein
DDB_G0272873,DDB_G0272873,hypothetical protein
DDB_G0272877,DDB_G0272877,hypothetical protein
DDB_G0272879,DDB_G0272879,hypothetical protein
DDB_G0272881,DDB_G0272881,hypothetical protein
DDB_G0272891,DDB_G0272891,hypothetical protein
DDB_G0272903,DDB_G0272903,hypothetical protein
DDB_G0272907,DDB_G0272907,hypothetical protein
DDB_G0272909,DDB_G0272909,hypothetical protein
DDB_G0272911,DDB_G0272911,hypothetical protein
DDB_G0272913,DDB_G0272913,hypothetical protein
DDB_G0272915,DDB_G0272915,hypothetical protein
DDB_G0272917,DDB_G0272917,hypothetical protein
DDB_G0272919,DDB_G0272919,hypothetical protein
DDB_G0272921,DDB_G0272921,hypothetical protein
DDB_G0272923,DDB_G0272923,hypothetical protein
DDB_G0272929,isg12,hypothetical protein
DDB_G0272933,DDB_G0272933,hypothetical protein
DDB_G0272937,DDB_G0272937,hypothetical protein
DDB_G0272939,DDB_G0272939,hypothetical protein
DDB_G0272947,DDB_G0272947,hypothetical protein
DDB_G0272949,DDB_G0272949,hypothetical protein
DDB_G0272951,DDB_G0272951,hypothetical protein
DDB_G0272953,DDB_G0272953,hypothetical protein
DDB_G0272955,DDB_G0272955,hypothetical protein
DDB_G0272957,DDB_G0272957,hypothetical protein
DDB_G0272961,DDB_G0272961,hypothetical protein
DDB_G0272963,DDB_G0272963,hypothetical protein
DDB_G0272965,DDB_G0272965,hypothetical protein
DDB_G0272971,DDB_G0272971,hypothetical protein
DDB_G0272973,DDB_G0272973,hypothetical protein
DDB_G0272975,DDB_G0272975,hypothetical protein
DDB_G0272977,DDB_G0272977,hypothetical protein
DDB_G0272979,DDB_G0272979,hypothetical protein
DDB_G0272983,DDB_G0272983,hypothetical protein
DDB_G0272993,DDB_G0272993,hypothetical protein
DDB_G0272995,DDB_G0272995,hypothetical protein
DDB_G0272997,DDB_G0272997,hypothetical protein
DDB_G0273005,DDB_G0273005,hypothetical protein
DDB_G0273009,DDB_G0273009,hypothetical protein
DDB_G0273011,DDB_G0273011,hypothetical protein
DDB_G0273019,DDB_G0273019,hypothetical protein
DDB_G0273025,DDB_G0273025,hypothetical protein
DDB_G0273027,DDB_G0273027,hypothetical protein
DDB_G0273029,DDB_G0273029,hypothetical protein
DDB_G0273031,DDB_G0273031,hypothetical protein
DDB_G0273033,DDB_G0273033,hypothetical protein
DDB_G0273037,DDB_G0273037,hypothetical protein
DDB_G0273039,iptC-1,hypothetical protein
DDB_G0273041,DDB_G0273041,hypothetical protein
DDB_G0273049,DDB_G0273049,hypothetical protein
DDB_G0273061,cinD-1,hypothetical protein
DDB_G0273077,DDB_G0273077,hypothetical protein
DDB_G0273079,DDB_G0273079,hypothetical protein
DDB_G0273081,DDB_G0273081,hypothetical protein
DDB_G0273085,DDB_G0273085,hypothetical protein
DDB_G0273087,DDB_G0273087,hypothetical protein
DDB_G0273089,coq10-1,hypothetical protein
DDB_G0273095,DDB_G0273095,hypothetical protein
DDB_G0273103,DDB_G0273103,hypothetical protein
DDB_G0273109,DDB_G0273109,hypothetical protein
DDB_G0273111,DDB_G0273111,hypothetical protein
DDB_G0273113,DDB_G0273113,hypothetical protein
DDB_G0273115,DDB_G0273115,hypothetical protein
DDB_G0273119,DDB_G0273119,hypothetical protein
DDB_G0273123,DDB_G0273123,hypothetical protein
DDB_G0273125,DDB_G0273125,hypothetical protein
DDB_G0273133,DDB_G0273133,hypothetical protein
DDB_G0273135,DDB_G0273135,hypothetical protein
DDB_G0273137,DDB_G0273137,hypothetical protein
DDB_G0273139,DDB_G0273139,hypothetical protein
DDB_G0273143,DDB_G0273143,hypothetical protein
DDB_G0273145,DDB_G0273145,hypothetical protein
DDB_G0273147,DDB_G0273147,hypothetical protein
DDB_G0273149,DDB_G0273149,hypothetical protein
DDB_G0273151,DDB_G0273151,hypothetical protein
DDB_G0273153,DDB_G0273153,hypothetical protein
DDB_G0273157,DDB_G0273157,hypothetical protein
DDB_G0273159,DDB_G0273159,hypothetical protein
DDB_G0273161,DDB_G0273161,hypothetical protein
DDB_G0273167,DDB_G0273167,hypothetical protein
DDB_G0273169,DDB_G0273169,hypothetical protein
DDB_G0273173,DDB_G0273173,hypothetical protein
DDB_G0273177,DDB_G0273177,hypothetical protein
DDB_G0273179,DDB_G0273179,hypothetical protein
DDB_G0273181,DDB_G0273181,hypothetical protein
DDB_G0273183,DDB_G0273183,hypothetical protein
DDB_G0273185,DDB_G0273185,hypothetical protein
DDB_G0273187,DDB_G0273187,hypothetical protein
DDB_G0273197,alyD-1,hypothetical protein
DDB_G0273199,DDB_G0273199,hypothetical protein
DDB_G0273211,aslD-1,hypothetical protein
DDB_G0273213,aslA-1,hypothetical protein
DDB_G0273215,aslG-1,hypothetical protein
DDB_G0273217,DDB_G0273217,hypothetical protein
DDB_G0273219,DDB_G0273219,hypothetical protein
DDB_G0273221,DDB_G0273221,hypothetical protein
DDB_G0273223,aslO-1,hypothetical protein
DDB_G0273225,aslC-1,hypothetical protein
DDB_G0273227,aslI-1,hypothetical protein
DDB_G0273229,aslK-1,hypothetical protein
DDB_G0273231,DDB_G0273231,hypothetical protein
DDB_G0273233,DDB_G0273233,hypothetical protein
DDB_G0273241,DDB_G0273241,hypothetical protein
DDB_G0273243,DDB_G0273243,hypothetical protein
DDB_G0273245,DDB_G0273245,hypothetical protein
DDB_G0273247,DDB_G0273247,hypothetical protein
DDB_G0273255,DDB_G0273255,hypothetical protein
DDB_G0273257,comF-1,hypothetical protein
DDB_G0273263,DDB_G0273263,hypothetical protein
DDB_G0273265,DDB_G0273265,hypothetical protein
DDB_G0273269,DDB_G0273269,hypothetical protein
DDB_G0273271,DDB_G0273271,hypothetical protein
DDB_G0273273,DDB_G0273273,hypothetical protein
DDB_G0273275,DDB_G0273275,hypothetical protein
DDB_G0273277,DDB_G0273277,hypothetical protein
DDB_G0273279,DDB_G0273279,hypothetical protein
DDB_G0273281,DDB_G0273281,hypothetical protein
DDB_G0273283,DDB_G0273283,hypothetical protein
DDB_G0273285,DDB_G0273285,hypothetical protein
DDB_G0273289,DDB_G0273289,hypothetical protein
DDB_G0273293,DDB_G0273293,hypothetical protein
DDB_G0273295,DDB_G0273295,hypothetical protein
DDB_G0273297,DDB_G0273297,hypothetical protein
DDB_G0273299,DDB_G0273299,hypothetical protein
DDB_G0273301,DDB_G0273301,hypothetical protein
DDB_G0273305,aslJ-1,hypothetical protein
DDB_G0273307,DDB_G0273307,hypothetical protein
DDB_G0273311,DDB_G0273311,hypothetical protein
DDB_G0273313,DDB_G0273313,hypothetical protein
DDB_G0273315,DDB_G0273315,hypothetical protein
DDB_G0273319,DDB_G0273319,hypothetical protein
DDB_G0273321,DDB_G0273321,hypothetical protein
DDB_G0273323,DDB_G0273323,hypothetical protein
DDB_G0273325,DDB_G0273325,hypothetical protein
DDB_G0273327,DDB_G0273327,hypothetical protein
DDB_G0273329,DDB_G0273329,hypothetical protein
DDB_G0273331,DDB_G0273331,hypothetical protein
DDB_G0273337,DDB_G0273337,hypothetical protein
DDB_G0273339,DDB_G0273339,hypothetical protein
DDB_G0273341,DDB_G0273341,hypothetical protein
DDB_G0273343,DDB_G0273343,hypothetical protein
DDB_G0273345,DDB_G0273345,hypothetical protein
DDB_G0273347,DDB_G0273347,hypothetical protein
DDB_G0273351,DDB_G0273351,hypothetical protein
DDB_G0273357,DDB_G0273357,hypothetical protein
DDB_G0273365,aslL-1,hypothetical protein
DDB_G0273367,DDB_G0273367,hypothetical protein
DDB_G0273371,DDB_G0273371,hypothetical protein
DDB_G0273373,DDB_G0273373,hypothetical protein
DDB_G0273375,DDB_G0273375,hypothetical protein
DDB_G0273377,DDB_G0273377,hypothetical protein
DDB_G0273379,DDB_G0273379,hypothetical protein
DDB_G0273381,DDB_G0273381,hypothetical protein
DDB_G0273383,cwc15-1,hypothetical protein
DDB_G0273385,DDB_G0273385,hypothetical protein
DDB_G0273387,DDB_G0273387,hypothetical protein
DDB_G0273391,DDB_G0273391,hypothetical protein
DDB_G0273395,DDB_G0273395,hypothetical protein
DDB_G0273403,DDB_G0273403,hypothetical protein
DDB_G0273411,DDB_G0273411,hypothetical protein
DDB_G0273415,DDB_G0273415,hypothetical protein
DDB_G0273417,DDB_G0273417,hypothetical protein
DDB_G0273419,DDB_G0273419,hypothetical protein
DDB_G0273421,DDB_G0273421,hypothetical protein
DDB_G0273423,DDB_G0273423,hypothetical protein
DDB_G0273427,DDB_G0273427,hypothetical protein
DDB_G0273431,DDB_G0273431,hypothetical protein
DDB_G0273433,DDB_G0273433,hypothetical protein
DDB_G0273435,DDB_G0273435,hypothetical protein
DDB_G0273437,DDB_G0273437,hypothetical protein
DDB_G0273441,DDB_G0273441,hypothetical protein
DDB_G0273449,DDB_G0273449,hypothetical protein
DDB_G0273453,DDB_G0273453,hypothetical protein
DDB_G0273459,DDB_G0273459,hypothetical protein
DDB_G0273463,DDB_G0273463,hypothetical protein
DDB_G0273465,DDB_G0273465,hypothetical protein
DDB_G0273467,DDB_G0273467,hypothetical protein
DDB_G0273473,DDB_G0273473,hypothetical protein
DDB_G0273477,DDB_G0273477,hypothetical protein
DDB_G0273479,nfyC-1,hypothetical protein
DDB_G0273481,DDB_G0273481,hypothetical protein
DDB_G0273483,DDB_G0273483,hypothetical protein
DDB_G0273485,DDB_G0273485,hypothetical protein
DDB_G0273487,DDB_G0273487,hypothetical protein
DDB_G0273491,DDB_G0273491,hypothetical protein
DDB_G0273493,DDB_G0273493,hypothetical protein
DDB_G0273495,DDB_G0273495,hypothetical protein
DDB_G0273497,DDB_G0273497,hypothetical protein
DDB_G0273499,DDB_G0273499,hypothetical protein
DDB_G0273503,DDB_G0273503,hypothetical protein
DDB_G0273505,DDB_G0273505,hypothetical protein
DDB_G0273509,DDB_G0273509,hypothetical protein
DDB_G0273511,DDB_G0273511,hypothetical protein
DDB_G0273515,DDB_G0273515,hypothetical protein
DDB_G0273521,DDB_G0273521,hypothetical protein
DDB_G0273527,DDB_G0273527,hypothetical protein
DDB_G0273529,DDB_G0273529,hypothetical protein
DDB_G0273537,DDB_G0273537,hypothetical protein
DDB_G0273539,DDB_G0273539,hypothetical protein
DDB_G0273543,DDB_G0273543,hypothetical protein
DDB_G0273545,nfyC-2,hypothetical protein
DDB_G0273547,DDB_G0273547,hypothetical protein
DDB_G0273549,DDB_G0273549,hypothetical protein
DDB_G0273555,DDB_G0273555,hypothetical protein
DDB_G0273557,DDB_G0273557,hypothetical protein
DDB_G0273559,DDB_G0273559,hypothetical protein
DDB_G0273565,DDB_G0273565,hypothetical protein
DDB_G0273575,DDB_G0273575,hypothetical protein
DDB_G0273577,DDB_G0273577,hypothetical protein
DDB_G0273579,DDB_G0273579,hypothetical protein
DDB_G0273585,DDB_G0273585,hypothetical protein
DDB_G0273587,DDB_G0273587,hypothetical protein
DDB_G0273593,DDB_G0273593,hypothetical protein
DDB_G0273595,DDB_G0273595,hypothetical protein
DDB_G0273597,DDB_G0273597,hypothetical protein
DDB_G0273599,DDB_G0273599,hypothetical protein
DDB_G0273603,DDB_G0273603,hypothetical protein
DDB_G0273607,DDB_G0273607,hypothetical protein
DDB_G0273611,DDB_G0273611,hypothetical protein
DDB_G0273613,DDB_G0273613,hypothetical protein
DDB_G0273617,DDB_G0273617,hypothetical protein
DDB_G0273621,DDB_G0273621,hypothetical protein
DDB_G0273625,DDB_G0273625,hypothetical protein
DDB_G0273627,DDB_G0273627,hypothetical protein
DDB_G0273629,DDB_G0273629,hypothetical protein
DDB_G0273631,cwc15-2,hypothetical protein
DDB_G0273633,DDB_G0273633,hypothetical protein
DDB_G0273637,DDB_G0273637,hypothetical protein
DDB_G0273643,DDB_G0273643,hypothetical protein
DDB_G0273647,DDB_G0273647,hypothetical protein
DDB_G0273651,DDB_G0273651,hypothetical protein
DDB_G0273653,DDB_G0273653,hypothetical protein
DDB_G0273655,DDB_G0273655,hypothetical protein
DDB_G0273659,DDB_G0273659,hypothetical protein
DDB_G0273661,DDB_G0273661,hypothetical protein
DDB_G0273663,DDB_G0273663,hypothetical protein
DDB_G0273667,DDB_G0273667,hypothetical protein
DDB_G0273669,comF-2,hypothetical protein
DDB_G0273671,DDB_G0273671,hypothetical protein
DDB_G0273677,DDB_G0273677,hypothetical protein
DDB_G0273679,DDB_G0273679,hypothetical protein
DDB_G0273681,DDB_G0273681,hypothetical protein
DDB_G0273685,DDB_G0273685,hypothetical protein
DDB_G0273687,aslL-2,hypothetical protein
DDB_G0273689,aslK-2,hypothetical protein
DDB_G0273691,aslJ-2,hypothetical protein
DDB_G0273695,aslI-2,hypothetical protein
DDB_G0273697,aslC-2,hypothetical protein
DDB_G0273699,aslO-2,hypothetical protein
DDB_G0273701,DDB_G0273701,hypothetical protein
DDB_G0273703,DDB_G0273703,hypothetical protein
DDB_G0273705,DDB_G0273705,hypothetical protein
DDB_G0273709,aslG-2,hypothetical protein
DDB_G0273717,aslD-2,hypothetical protein
DDB_G0273729,DDB_G0273729,hypothetical protein
DDB_G0273731,alyD-2,hypothetical protein
DDB_G0273733,DDB_G0273733,hypothetical protein
DDB_G0273747,DDB_G0273747,hypothetical protein
DDB_G0273749,DDB_G0273749,hypothetical protein
DDB_G0273753,DDB_G0273753,hypothetical protein
DDB_G0273755,DDB_G0273755,hypothetical protein
DDB_G0273759,DDB_G0273759,hypothetical protein
DDB_G0273761,DDB_G0273761,hypothetical protein
DDB_G0273763,DDB_G0273763,hypothetical protein
DDB_G0273767,DDB_G0273767,hypothetical protein
DDB_G0273769,DDB_G0273769,hypothetical protein
DDB_G0273771,DDB_G0273771,hypothetical protein
DDB_G0273773,DDB_G0273773,hypothetical protein
DDB_G0273775,cinD-2,hypothetical protein
DDB_G0273777,DDB_G0273777,hypothetical protein
DDB_G0273779,DDB_G0273779,hypothetical protein
DDB_G0273785,DDB_G0273785,hypothetical protein
DDB_G0273787,DDB_G0273787,hypothetical protein
DDB_G0273791,DDB_G0273791,hypothetical protein
DDB_G0273795,DDB_G0273795,hypothetical protein
DDB_G0273797,DDB_G0273797,hypothetical protein
DDB_G0273799,DDB_G0273799,hypothetical protein
DDB_G0273801,DDB_G0273801,hypothetical protein
DDB_G0273803,coq10-2,hypothetical protein
DDB_G0273807,DDB_G0273807,hypothetical protein
DDB_G0273811,DDB_G0273811,hypothetical protein
DDB_G0273815,DDB_G0273815,hypothetical protein
DDB_G0273819,DDB_G0273819,hypothetical protein
DDB_G0273821,DDB_G0273821,hypothetical protein
DDB_G0273823,DDB_G0273823,hypothetical protein
DDB_G0273827,DDB_G0273827,hypothetical protein
DDB_G0273829,DDB_G0273829,hypothetical protein
DDB_G0273833,DDB_G0273833,hypothetical protein
DDB_G0273835,DDB_G0273835,hypothetical protein
DDB_G0273841,DDB_G0273841,hypothetical protein
DDB_G0273843,DDB_G0273843,hypothetical protein
DDB_G0273845,DDB_G0273845,hypothetical protein
DDB_G0273849,DDB_G0273849,hypothetical protein
DDB_G0273851,DDB_G0273851,hypothetical protein
DDB_G0273853,DDB_G0273853,hypothetical protein
DDB_G0273859,DDB_G0273859,hypothetical protein
DDB_G0273863,DDB_G0273863,hypothetical protein
DDB_G0273867,DDB_G0273867,hypothetical protein
DDB_G0273869,DDB_G0273869,hypothetical protein
DDB_G0273871,DDB_G0273871,hypothetical protein
DDB_G0273873,DDB_G0273873,hypothetical protein
DDB_G0273877,DDB_G0273877,hypothetical protein
DDB_G0273879,DDB_G0273879,hypothetical protein
DDB_G0273881,DDB_G0273881,hypothetical protein
DDB_G0273883,DDB_G0273883,hypothetical protein
DDB_G0273889,DDB_G0273889,hypothetical protein
DDB_G0273893,DDB_G0273893,hypothetical protein
DDB_G0273895,DDB_G0273895,hypothetical protein
DDB_G0273897,DDB_G0273897,hypothetical protein
DDB_G0273899,DDB_G0273899,hypothetical protein
