Gene,Symbol,Synonyms,Description,Other IDs,Type of gene,Chromosome,Map location,Locus tag,Symbol from nomenclature authority,Full name from nomenclature authority,Nomenclature status,Other designations,Species,Taxonomy ID
DDB_G0276297,DDB_G0276297,"DDBDRAFT_0169430, DDB_0169430",hypothetical protein,dictyBase: DDB_G0276297,protein-coding,2,,DDB_G0276297,,,,[],44689,352472
DDB_G0276303,DDB_G0276303,"DDBDRAFT_0203460, DDB_0203460",hypothetical protein,dictyBase: DDB_G0276303,protein-coding,2,,DDB_G0276303,,,,[],44689,352472
DDB_G0276307,DDB_G0276307,"DDBDRAFT_0203462, DDB_0203462",hypothetical protein,dictyBase: DDB_G0276307,protein-coding,2,,DDB_G0276307,,,,[],44689,352472
DDB_G0276309,DDB_G0276309,"DDBDRAFT_0203463, DDB_0203463",hypothetical protein,dictyBase: DDB_G0276309,protein-coding,2,,DDB_G0276309,,,,[],44689,352472
DDB_G0276313,DDB_G0276313,"DDBDRAFT_0203466, DDB_0203466",hypothetical protein,dictyBase: DDB_G0276313,protein-coding,2,,DDB_G0276313,,,,[],44689,352472
DDB_G0276315,DDB_G0276315,"DDBDRAFT_0217776, DDB_0217776",hypothetical protein,dictyBase: DDB_G0276315,protein-coding,2,,DDB_G0276315,,,,[],44689,352472
DDB_G0276317,DDB_G0276317,"DDBDRAFT_0217777, DDB_0217777",hypothetical protein,dictyBase: DDB_G0276317,protein-coding,2,,DDB_G0276317,,,,[],44689,352472
DDB_G0276319,DDB_G0276319,"DDBDRAFT_0217778, DDB_0217778",hypothetical protein,dictyBase: DDB_G0276319,protein-coding,2,,DDB_G0276319,,,,[],44689,352472
DDB_G0276323,DDB_G0276323,"DDBDRAFT_0217780, DDB_0217780",hypothetical protein,dictyBase: DDB_G0276323,protein-coding,2,,DDB_G0276323,,,,[],44689,352472
DDB_G0276325,DDB_G0276325,"DDBDRAFT_0217783, DDB_0217783",hypothetical protein,dictyBase: DDB_G0276325,protein-coding,2,,DDB_G0276325,,,,[],44689,352472
DDB_G0276327,DDB_G0276327,"DDBDRAFT_0217784, DDB_0217784",hypothetical protein,dictyBase: DDB_G0276327,protein-coding,2,,DDB_G0276327,,,,[],44689,352472
DDB_G0276329,DDB_G0276329,"DDBDRAFT_0217785, DDB_0217785",hypothetical protein,dictyBase: DDB_G0276329,protein-coding,2,,DDB_G0276329,,,,[],44689,352472
DDB_G0276333,tipB,"DDBDRAFT_0191288, DDBDRAFT_0203821, DDB_0191288, DDB_0203821",hypothetical protein,dictyBase: DDB_G0276333,protein-coding,2,,DDB_G0276333,,,,[],44689,352472
DDB_G0276339,DDB_G0276339,"DDBDRAFT_0166992, DDB_0166992",hypothetical protein,dictyBase: DDB_G0276339,protein-coding,2,,DDB_G0276339,,,,[],44689,352472
DDB_G0276351,DDB_G0276351,"DDBDRAFT_0167002, DDBDRAFT_0231433, DDB_0167002, DDB_0231433",hypothetical protein,dictyBase: DDB_G0276351,protein-coding,2,,DDB_G0276351,,,,[],44689,352472
DDB_G0276353,torA,"DDBDRAFT_0166990, DDBDRAFT_0185067, DDB_0166990, DDB_0185067",hypothetical protein,dictyBase: DDB_G0276353,protein-coding,2,,DDB_G0276353,,,,[],44689,352472
DDB_G0276361,DDB_G0276361,"DDBDRAFT_0167013, DDBDRAFT_0233513, DDB_0167013, DDB_0233513",hypothetical protein,dictyBase: DDB_G0276361,protein-coding,2,,DDB_G0276361,,,,[],44689,352472
DDB_G0276367,DDB_G0276367,"DDBDRAFT_0167016, DDB_0167016",hypothetical protein,dictyBase: DDB_G0276367,protein-coding,2,,DDB_G0276367,,,,[],44689,352472
DDB_G0276379,DDB_G0276379,"DDBDRAFT_0203819, DDB_0203819",hypothetical protein,dictyBase: DDB_G0276379,protein-coding,2,,DDB_G0276379,,,,[],44689,352472
DDB_G0276381,DDB_G0276381,"DDBDRAFT_0203822, DDB_0203822",hypothetical protein,dictyBase: DDB_G0276381,protein-coding,2,,DDB_G0276381,,,,[],44689,352472
DDB_G0276383,DDB_G0276383,"DDBDRAFT_0203824, DDB_0203824",hypothetical protein,dictyBase: DDB_G0276383,protein-coding,2,,DDB_G0276383,,,,[],44689,352472
DDB_G0276387,DDB_G0276387,"DDBDRAFT_0217786, DDB_0217786",hypothetical protein,dictyBase: DDB_G0276387,protein-coding,2,,DDB_G0276387,,,,[],44689,352472
DDB_G0276389,DDB_G0276389,"DDBDRAFT_0217787, DDB_0217787",hypothetical protein,dictyBase: DDB_G0276389,protein-coding,2,,DDB_G0276389,,,,[],44689,352472
DDB_G0276393,DDB_G0276393,"DDBDRAFT_0217790, DDB_0217790",hypothetical protein,dictyBase: DDB_G0276393,protein-coding,2,,DDB_G0276393,,,,[],44689,352472
DDB_G0276397,DDB_G0276397,"DDBDRAFT_0217792, DDB_0217792",hypothetical protein,dictyBase: DDB_G0276397,protein-coding,2,,DDB_G0276397,,,,[],44689,352472
DDB_G0276401,DDB_G0276401,"DDBDRAFT_0167023, DDB_0167023",hypothetical protein,dictyBase: DDB_G0276401,protein-coding,2,,DDB_G0276401,,,,[],44689,352472
DDB_G0276403,DDB_G0276403,"DDBDRAFT_0167034, DDB_0167034",hypothetical protein,dictyBase: DDB_G0276403,protein-coding,2,,DDB_G0276403,,,,[],44689,352472
DDB_G0276409,DDB_G0276409,"DDBDRAFT_0167040, DDB_0167040",hypothetical protein,dictyBase: DDB_G0276409,protein-coding,2,,DDB_G0276409,,,,[],44689,352472
DDB_G0276421,DDB_G0276421,"DDBDRAFT_0167052, DDB_0167052",hypothetical protein,dictyBase: DDB_G0276421,protein-coding,2,,DDB_G0276421,,,,[],44689,352472
DDB_G0276429,DDB_G0276429,"DDBDRAFT_0167073, DDB_0167073",hypothetical protein,dictyBase: DDB_G0276429,protein-coding,2,,DDB_G0276429,,,,[],44689,352472
DDB_G0276431,DDB_G0276431,"DDBDRAFT_0167072, DDB_0167072",hypothetical protein,dictyBase: DDB_G0276431,protein-coding,2,,DDB_G0276431,,,,[],44689,352472
DDB_G0276433,DDB_G0276433,"DDBDRAFT_0167068, DDB_0167068",hypothetical protein,dictyBase: DDB_G0276433,protein-coding,2,,DDB_G0276433,,,,[],44689,352472
DDB_G0276435,DDB_G0276435,"DDBDRAFT_0167067, DDB_0167067",hypothetical protein,dictyBase: DDB_G0276435,protein-coding,2,,DDB_G0276435,,,,[],44689,352472
DDB_G0276437,DDB_G0276437,"DDBDRAFT_0167064, DDB_0167064",hypothetical protein,dictyBase: DDB_G0276437,protein-coding,2,,DDB_G0276437,,,,[],44689,352472
DDB_G0276449,DDB_G0276449,"DDBDRAFT_0167086, DDB_0167086",hypothetical protein,dictyBase: DDB_G0276449,protein-coding,2,,DDB_G0276449,,,,[],44689,352472
DDB_G0276451,DDB_G0276451,"DDBDRAFT_0167084, DDB_0167084",hypothetical protein,dictyBase: DDB_G0276451,protein-coding,2,,DDB_G0276451,,,,[],44689,352472
DDB_G0276453,vilB,"DDBDRAFT_0167024, DDBDRAFT_0185072, DDB_0167024, DDB_0185072",hypothetical protein,dictyBase: DDB_G0276453,protein-coding,2,,DDB_G0276453,,,,[],44689,352472
DDB_G0276467,DDB_G0276467,"DDBDRAFT_0167090, DDBDRAFT_0305052, DDB_0167090, DDB_0305052",hypothetical protein,dictyBase: DDB_G0276467,protein-coding,2,,DDB_G0276467,,,,[],44689,352472
DDB_G0276471,DDB_G0276471,"DDBDRAFT_0167099, DDB_0167099",hypothetical protein,dictyBase: DDB_G0276471,protein-coding,2,,DDB_G0276471,,,,[],44689,352472
DDB_G0276477,DDB_G0276477,"DDBDRAFT_0167105, DDBDRAFT_0233225, DDB_0167105, DDB_0233225",hypothetical protein,dictyBase: DDB_G0276477,protein-coding,2,,DDB_G0276477,,,,[],44689,352472
DDB_G0276479,ctnC,"DDBDRAFT_0167070, DDBDRAFT_0220699, DDB_0167070, DDB_0220699",hypothetical protein,dictyBase: DDB_G0276479,protein-coding,2,,DDB_G0276479,,,,[],44689,352472
DDB_G0276483,DDB_G0276483,"DDBDRAFT_0203831, DDB_0203831",hypothetical protein,dictyBase: DDB_G0276483,protein-coding,2,,DDB_G0276483,,,,[],44689,352472
DDB_G0276485,DDB_G0276485,"DDBDRAFT_0203833, DDB_0203833",hypothetical protein,dictyBase: DDB_G0276485,protein-coding,2,,DDB_G0276485,,,,[],44689,352472
DDB_G0276489,DDB_G0276489,"DDBDRAFT_0203841, DDB_0203841",hypothetical protein,dictyBase: DDB_G0276489,protein-coding,2,,DDB_G0276489,,,,[],44689,352472
DDB_G0276495,DDB_G0276495,"DDBDRAFT_0203848, DDB_0203848",hypothetical protein,dictyBase: DDB_G0276495,protein-coding,2,,DDB_G0276495,,,,[],44689,352472
DDB_G0276497,DDB_G0276497,"DDBDRAFT_0203849, DDB_0203849",hypothetical protein,dictyBase: DDB_G0276497,protein-coding,2,,DDB_G0276497,,,,[],44689,352472
DDB_G0276499,DDB_G0276499,"DDBDRAFT_0203855, DDB_0203855",hypothetical protein,dictyBase: DDB_G0276499,protein-coding,2,,DDB_G0276499,,,,[],44689,352472
DDB_G0276501,DDB_G0276501,"DDBDRAFT_0203856, DDB_0203856",hypothetical protein,dictyBase: DDB_G0276501,protein-coding,2,,DDB_G0276501,,,,[],44689,352472
DDB_G0276505,DDB_G0276505,"DDBDRAFT_0203861, DDB_0203861",hypothetical protein,dictyBase: DDB_G0276505,protein-coding,2,,DDB_G0276505,,,,[],44689,352472
DDB_G0276507,DDB_G0276507,"DDBDRAFT_0203862, DDB_0203862",hypothetical protein,dictyBase: DDB_G0276507,protein-coding,2,,DDB_G0276507,,,,[],44689,352472
DDB_G0276509,DDB_G0276509,"DDBDRAFT_0203864, DDBDRAFT_0237796, DDB_0203864, DDB_0237796",hypothetical protein,dictyBase: DDB_G0276509,protein-coding,2,,DDB_G0276509,,,,[],44689,352472
DDB_G0276511,DDB_G0276511,"DDBDRAFT_0203871, DDB_0203871",hypothetical protein,dictyBase: DDB_G0276511,protein-coding,2,,DDB_G0276511,,,,[],44689,352472
DDB_G0276513,DDB_G0276513,"DDBDRAFT_0203873, DDB_0203873",hypothetical protein,dictyBase: DDB_G0276513,protein-coding,2,,DDB_G0276513,,,,[],44689,352472
DDB_G0276515,DDB_G0276515,"DDBDRAFT_0203874, DDB_0203874",hypothetical protein,dictyBase: DDB_G0276515,protein-coding,2,,DDB_G0276515,,,,[],44689,352472
DDB_G0276517,DDB_G0276517,"DDBDRAFT_0203877, DDB_0203877",hypothetical protein,dictyBase: DDB_G0276517,protein-coding,2,,DDB_G0276517,,,,[],44689,352472
DDB_G0276521,DDB_G0276521,"DDBDRAFT_0203880, DDB_0203880",hypothetical protein,dictyBase: DDB_G0276521,protein-coding,2,,DDB_G0276521,,,,[],44689,352472
DDB_G0276525,DDB_G0276525,"DDBDRAFT_0217793, DDB_0217793",hypothetical protein,dictyBase: DDB_G0276525,protein-coding,2,,DDB_G0276525,,,,[],44689,352472
DDB_G0276529,DDB_G0276529,"DDBDRAFT_0217795, DDB_0217795",hypothetical protein,dictyBase: DDB_G0276529,protein-coding,2,,DDB_G0276529,,,,[],44689,352472
DDB_G0276531,DDB_G0276531,"DDBDRAFT_0217796, DDB_0217796",hypothetical protein,dictyBase: DDB_G0276531,protein-coding,2,,DDB_G0276531,,,,[],44689,352472
DDB_G0276533,DDB_G0276533,"DDBDRAFT_0217798, DDB_0217798",hypothetical protein,dictyBase: DDB_G0276533,protein-coding,2,,DDB_G0276533,,,,[],44689,352472
DDB_G0276535,DDB_G0276535,"DDBDRAFT_0217799, DDB_0217799",hypothetical protein,dictyBase: DDB_G0276535,protein-coding,2,,DDB_G0276535,,,,[],44689,352472
DDB_G0276537,DDB_G0276537,"DDBDRAFT_0217800, DDB_0217800",hypothetical protein,dictyBase: DDB_G0276537,protein-coding,2,,DDB_G0276537,,,,[],44689,352472
DDB_G0276539,DDB_G0276539,"DDBDRAFT_0217801, DDB_0217801",hypothetical protein,dictyBase: DDB_G0276539,protein-coding,2,,DDB_G0276539,,,,[],44689,352472
DDB_G0276543,DDB_G0276543,"DDBDRAFT_0217803, DDB_0217803",hypothetical protein,dictyBase: DDB_G0276543,protein-coding,2,,DDB_G0276543,,,,[],44689,352472
DDB_G0276545,DDB_G0276545,"DDBDRAFT_0217804, DDB_0217804",hypothetical protein,dictyBase: DDB_G0276545,protein-coding,2,,DDB_G0276545,,,,[],44689,352472
DDB_G0276547,DDB_G0276547,"DDBDRAFT_0217805, DDB_0217805",hypothetical protein,dictyBase: DDB_G0276547,protein-coding,2,,DDB_G0276547,,,,[],44689,352472
DDB_G0276551,DDB_G0276551,"DDBDRAFT_0217807, DDB_0217807",hypothetical protein,dictyBase: DDB_G0276551,protein-coding,2,,DDB_G0276551,,,,[],44689,352472
DDB_G0276553,DDB_G0276553,"DDBDRAFT_0217808, DDB_0217808",hypothetical protein,dictyBase: DDB_G0276553,protein-coding,2,,DDB_G0276553,,,,[],44689,352472
DDB_G0276555,DDB_G0276555,"DDBDRAFT_0217809, DDB_0217809",hypothetical protein,dictyBase: DDB_G0276555,protein-coding,2,,DDB_G0276555,,,,[],44689,352472
DDB_G0276557,DDB_G0276557,"DDBDRAFT_0217810, DDB_0217810",hypothetical protein,dictyBase: DDB_G0276557,protein-coding,2,,DDB_G0276557,,,,[],44689,352472
DDB_G0276559,DDB_G0276559,"DDBDRAFT_0217811, DDB_0217811",hypothetical protein,dictyBase: DDB_G0276559,protein-coding,2,,DDB_G0276559,,,,[],44689,352472
DDB_G0276563,DDB_G0276563,"DDBDRAFT_0217814, DDB_0217814",hypothetical protein,dictyBase: DDB_G0276563,protein-coding,2,,DDB_G0276563,,,,[],44689,352472
DDB_G0276565,DDB_G0276565,"DDBDRAFT_0217815, DDB_0217815",hypothetical protein,dictyBase: DDB_G0276565,protein-coding,2,,DDB_G0276565,,,,[],44689,352472
DDB_G0276567,DDB_G0276567,"DDBDRAFT_0217816, DDB_0217816",hypothetical protein,dictyBase: DDB_G0276567,protein-coding,2,,DDB_G0276567,,,,[],44689,352472
DDB_G0276569,DDB_G0276569,"DDBDRAFT_0217818, DDBDRAFT_0231761, DDB_0217818, DDB_0231761",hypothetical protein,dictyBase: DDB_G0276569,protein-coding,2,,DDB_G0276569,,,,[],44689,352472
DDB_G0276573,DDB_G0276573,"DDBDRAFT_0217820, DDB_0217820",hypothetical protein,dictyBase: DDB_G0276573,protein-coding,2,,DDB_G0276573,,,,[],44689,352472
DDB_G0276579,DDB_G0276579,"DDBDRAFT_0217823, DDB_0217823",hypothetical protein,dictyBase: DDB_G0276579,protein-coding,2,,DDB_G0276579,,,,[],44689,352472
DDB_G0276581,DDB_G0276581,"DDBDRAFT_0217824, DDB_0217824",hypothetical protein,dictyBase: DDB_G0276581,protein-coding,2,,DDB_G0276581,,,,[],44689,352472
DDB_G0276583,DDB_G0276583,"DDBDRAFT_0217825, DDB_0217825",hypothetical protein,dictyBase: DDB_G0276583,protein-coding,2,,DDB_G0276583,,,,[],44689,352472
DDB_G0276585,DDB_G0276585,"DDBDRAFT_0217826, DDB_0217826",hypothetical protein,dictyBase: DDB_G0276585,protein-coding,2,,DDB_G0276585,,,,[],44689,352472
DDB_G0276589,DDB_G0276589,"DDBDRAFT_0217828, DDB_0217828",hypothetical protein,dictyBase: DDB_G0276589,protein-coding,2,,DDB_G0276589,,,,[],44689,352472
DDB_G0276591,DDB_G0276591,"DDBDRAFT_0217829, DDB_0217829",hypothetical protein,dictyBase: DDB_G0276591,protein-coding,2,,DDB_G0276591,,,,[],44689,352472
DDB_G0276593,DDB_G0276593,"DDBDRAFT_0167107, DDB_0167107",hypothetical protein,dictyBase: DDB_G0276593,protein-coding,2,,DDB_G0276593,,,,[],44689,352472
DDB_G0276595,DDB_G0276595,"DDBDRAFT_0167108, DDB_0167108",hypothetical protein,dictyBase: DDB_G0276595,protein-coding,2,,DDB_G0276595,,,,[],44689,352472
DDB_G0276597,DDB_G0276597,"DDBDRAFT_0167109, DDB_0167109",hypothetical protein,dictyBase: DDB_G0276597,protein-coding,2,,DDB_G0276597,,,,[],44689,352472
DDB_G0276599,DDB_G0276599,"DDBDRAFT_0167110, DDB_0167110",hypothetical protein,dictyBase: DDB_G0276599,protein-coding,2,,DDB_G0276599,,,,[],44689,352472
DDB_G0276601,DDB_G0276601,"DDBDRAFT_0167111, DDB_0167111",hypothetical protein,dictyBase: DDB_G0276601,protein-coding,2,,DDB_G0276601,,,,[],44689,352472
DDB_G0276603,DDB_G0276603,"DDBDRAFT_0167112, DDB_0167112",hypothetical protein,dictyBase: DDB_G0276603,protein-coding,2,,DDB_G0276603,,,,[],44689,352472
DDB_G0276605,DDB_G0276605,"DDBDRAFT_0167114, DDB_0167114",hypothetical protein,dictyBase: DDB_G0276605,protein-coding,2,,DDB_G0276605,,,,[],44689,352472
DDB_G0276609,DDB_G0276609,"DDBDRAFT_0217830, DDB_0217830",hypothetical protein,dictyBase: DDB_G0276609,protein-coding,2,,DDB_G0276609,,,,[],44689,352472
DDB_G0276611,DDB_G0276611,"DDBDRAFT_0217831, DDB_0217831",hypothetical protein,dictyBase: DDB_G0276611,protein-coding,2,,DDB_G0276611,,,,[],44689,352472
DDB_G0276613,DDB_G0276613,"DDBDRAFT_0202930, DDBDRAFT_0232371, DDB_0202930, DDB_0232371",hypothetical protein,dictyBase: DDB_G0276613,protein-coding,2,,DDB_G0276613,,,,[],44689,352472
DDB_G0276619,DDB_G0276619,"DDBDRAFT_0202967, DDB_0202967",hypothetical protein,dictyBase: DDB_G0276619,protein-coding,2,,DDB_G0276619,,,,[],44689,352472
DDB_G0276621,DDB_G0276621,"DDBDRAFT_0202968, DDB_0202968",hypothetical protein,dictyBase: DDB_G0276621,protein-coding,2,,DDB_G0276621,,,,[],44689,352472
DDB_G0276623,DDB_G0276623,"DDBDRAFT_0202970, DDB_0202970",hypothetical protein,dictyBase: DDB_G0276623,protein-coding,2,,DDB_G0276623,,,,[],44689,352472
DDB_G0276625,DDB_G0276625,"DDBDRAFT_0202972, DDB_0202972",hypothetical protein,dictyBase: DDB_G0276625,protein-coding,2,,DDB_G0276625,,,,[],44689,352472
DDB_G0276627,DDB_G0276627,"DDBDRAFT_0202973, DDB_0202973",hypothetical protein,dictyBase: DDB_G0276627,protein-coding,2,,DDB_G0276627,,,,[],44689,352472
DDB_G0276629,DDB_G0276629,"DDBDRAFT_0202974, DDB_0202974",hypothetical protein,dictyBase: DDB_G0276629,protein-coding,2,,DDB_G0276629,,,,[],44689,352472
DDB_G0276631,DDB_G0276631,"DDBDRAFT_0202975, DDB_0202975",hypothetical protein,dictyBase: DDB_G0276631,protein-coding,2,,DDB_G0276631,,,,[],44689,352472
DDB_G0276633,DDB_G0276633,"DDBDRAFT_0202976, DDB_0202976",hypothetical protein,dictyBase: DDB_G0276633,protein-coding,2,,DDB_G0276633,,,,[],44689,352472
DDB_G0276635,DDB_G0276635,"DDBDRAFT_0217832, DDB_0217832",hypothetical protein,dictyBase: DDB_G0276635,protein-coding,2,,DDB_G0276635,,,,[],44689,352472
DDB_G0276637,DDB_G0276637,"DDBDRAFT_0217833, DDB_0217833",hypothetical protein,dictyBase: DDB_G0276637,protein-coding,2,,DDB_G0276637,,,,[],44689,352472
DDB_G0276639,DDB_G0276639,"DDBDRAFT_0217834, DDB_0217834",hypothetical protein,dictyBase: DDB_G0276639,protein-coding,2,,DDB_G0276639,,,,[],44689,352472
DDB_G0276641,DDB_G0276641,"DDBDRAFT_0217835, DDB_0217835",hypothetical protein,dictyBase: DDB_G0276641,protein-coding,2,,DDB_G0276641,,,,[],44689,352472
DDB_G0276643,DDB_G0276643,"DDBDRAFT_0217836, DDB_0217836",hypothetical protein,dictyBase: DDB_G0276643,protein-coding,2,,DDB_G0276643,,,,[],44689,352472
DDB_G0276645,DDB_G0276645,"DDBDRAFT_0217837, DDB_0217837",hypothetical protein,dictyBase: DDB_G0276645,protein-coding,2,,DDB_G0276645,,,,[],44689,352472
DDB_G0276647,DDB_G0276647,"DDBDRAFT_0217838, DDB_0217838",hypothetical protein,dictyBase: DDB_G0276647,protein-coding,2,,DDB_G0276647,,,,[],44689,352472
DDB_G0276649,DDB_G0276649,"DDBDRAFT_0217839, DDB_0217839",hypothetical protein,dictyBase: DDB_G0276649,protein-coding,2,,DDB_G0276649,,,,[],44689,352472
DDB_G0276651,DDB_G0276651,"DDBDRAFT_0202932, DDB_0202932",hypothetical protein,dictyBase: DDB_G0276651,protein-coding,2,,DDB_G0276651,,,,[],44689,352472
DDB_G0276653,DDB_G0276653,"DDBDRAFT_0202933, DDB_0202933",hypothetical protein,dictyBase: DDB_G0276653,protein-coding,2,,DDB_G0276653,,,,[],44689,352472
DDB_G0276655,DDB_G0276655,"DDBDRAFT_0202934, DDB_0202934",hypothetical protein,dictyBase: DDB_G0276655,protein-coding,2,,DDB_G0276655,,,,[],44689,352472
DDB_G0276657,DDB_G0276657,"DDBDRAFT_0202935, DDB_0202935",hypothetical protein,dictyBase: DDB_G0276657,protein-coding,2,,DDB_G0276657,,,,[],44689,352472
DDB_G0276659,DDB_G0276659,"DDBDRAFT_0202936, DDB_0202936",hypothetical protein,dictyBase: DDB_G0276659,protein-coding,2,,DDB_G0276659,,,,[],44689,352472
DDB_G0276661,DDB_G0276661,"DDBDRAFT_0202938, DDB_0202938",hypothetical protein,dictyBase: DDB_G0276661,protein-coding,2,,DDB_G0276661,,,,[],44689,352472
DDB_G0276663,DDB_G0276663,"DDBDRAFT_0202939, DDB_0202939",hypothetical protein,dictyBase: DDB_G0276663,protein-coding,2,,DDB_G0276663,,,,[],44689,352472
DDB_G0276665,DDB_G0276665,"DDBDRAFT_0202940, DDB_0202940",hypothetical protein,dictyBase: DDB_G0276665,protein-coding,2,,DDB_G0276665,,,,[],44689,352472
DDB_G0276671,DDB_G0276671,"DDBDRAFT_0202943, DDB_0202943",hypothetical protein,dictyBase: DDB_G0276671,protein-coding,2,,DDB_G0276671,,,,[],44689,352472
DDB_G0276673,DDB_G0276673,"DDBDRAFT_0202944, DDB_0202944",hypothetical protein,dictyBase: DDB_G0276673,protein-coding,2,,DDB_G0276673,,,,[],44689,352472
DDB_G0276675,DDB_G0276675,"DDBDRAFT_0202945, DDB_0202945",hypothetical protein,dictyBase: DDB_G0276675,protein-coding,2,,DDB_G0276675,,,,[],44689,352472
DDB_G0276677,DDB_G0276677,"DDBDRAFT_0202946, DDB_0202946",hypothetical protein,dictyBase: DDB_G0276677,protein-coding,2,,DDB_G0276677,,,,[],44689,352472
DDB_G0276679,DDB_G0276679,"DDBDRAFT_0202948, DDB_0202948",hypothetical protein,dictyBase: DDB_G0276679,protein-coding,2,,DDB_G0276679,,,,[],44689,352472
DDB_G0276681,DDB_G0276681,"DDBDRAFT_0202949, DDB_0202949",hypothetical protein,dictyBase: DDB_G0276681,protein-coding,2,,DDB_G0276681,,,,[],44689,352472
DDB_G0276683,DDB_G0276683,"DDBDRAFT_0202950, DDB_0202950",hypothetical protein,dictyBase: DDB_G0276683,protein-coding,2,,DDB_G0276683,,,,[],44689,352472
DDB_G0276685,DDB_G0276685,"DDBDRAFT_0202953, DDBDRAFT_0304941, DDB_0202953, DDB_0304941",hypothetical protein,dictyBase: DDB_G0276685,protein-coding,2,,DDB_G0276685,,,,[],44689,352472
DDB_G0276687,DDB_G0276687,"DDBDRAFT_0202954, DDBDRAFT_0304976, DDB_0202954, DDB_0304976",hypothetical protein,dictyBase: DDB_G0276687,protein-coding,2,,DDB_G0276687,,,,[],44689,352472
DDB_G0276689,DDB_G0276689,"DDBDRAFT_0202956, DDBDRAFT_0232152, DDB_0202956, DDB_0232152",hypothetical protein,dictyBase: DDB_G0276689,protein-coding,2,,DDB_G0276689,,,,[],44689,352472
DDB_G0276693,DDB_G0276693,"DDBDRAFT_0202959, DDB_0202959",hypothetical protein,dictyBase: DDB_G0276693,protein-coding,2,,DDB_G0276693,,,,[],44689,352472
DDB_G0276695,DDB_G0276695,"DDBDRAFT_0202960, DDB_0202960",hypothetical protein,dictyBase: DDB_G0276695,protein-coding,2,,DDB_G0276695,,,,[],44689,352472
DDB_G0276697,DDB_G0276697,"DDBDRAFT_0202961, DDB_0202961",hypothetical protein,dictyBase: DDB_G0276697,protein-coding,2,,DDB_G0276697,,,,[],44689,352472
DDB_G0276699,DDB_G0276699,"DDBDRAFT_0202962, DDB_0202962",hypothetical protein,dictyBase: DDB_G0276699,protein-coding,2,,DDB_G0276699,,,,[],44689,352472
DDB_G0276701,DDB_G0276701,"DDBDRAFT_0202963, DDB_0202963",hypothetical protein,dictyBase: DDB_G0276701,protein-coding,2,,DDB_G0276701,,,,[],44689,352472
DDB_G0276703,DDB_G0276703,"DDBDRAFT_0202964, DDB_0202964",hypothetical protein,dictyBase: DDB_G0276703,protein-coding,2,,DDB_G0276703,,,,[],44689,352472
DDB_G0276705,DDB_G0276705,"DDBDRAFT_0202965, DDB_0202965",hypothetical protein,dictyBase: DDB_G0276705,protein-coding,2,,DDB_G0276705,,,,[],44689,352472
DDB_G0276707,DDB_G0276707,"DDBDRAFT_0217840, DDBDRAFT_0232372, DDB_0217840, DDB_0232372",hypothetical protein,dictyBase: DDB_G0276707,protein-coding,2,,DDB_G0276707,,,,[],44689,352472
DDB_G0276709,DDB_G0276709,"DDBDRAFT_0217841, DDB_0217841",hypothetical protein,dictyBase: DDB_G0276709,protein-coding,2,,DDB_G0276709,,,,[],44689,352472
DDB_G0276713,DDB_G0276713,"DDBDRAFT_0217843, DDB_0217843",hypothetical protein,dictyBase: DDB_G0276713,protein-coding,2,,DDB_G0276713,,,,[],44689,352472
DDB_G0276717,DDB_G0276717,"DDBDRAFT_0217845, DDB_0217845",hypothetical protein,dictyBase: DDB_G0276717,protein-coding,2,,DDB_G0276717,,,,[],44689,352472
DDB_G0276719,DDB_G0276719,"DDBDRAFT_0217846, DDB_0217846",hypothetical protein,dictyBase: DDB_G0276719,protein-coding,2,,DDB_G0276719,,,,[],44689,352472
DDB_G0276723,DDB_G0276723,"DDBDRAFT_0217848, DDB_0217848",hypothetical protein,dictyBase: DDB_G0276723,protein-coding,2,,DDB_G0276723,,,,[],44689,352472
DDB_G0276725,DDB_G0276725,"DDBDRAFT_0202911, DDB_0202911",hypothetical protein,dictyBase: DDB_G0276725,protein-coding,2,,DDB_G0276725,,,,[],44689,352472
